Tempo,Dynamics Range,Vocal Presence,Percussion Strength,String Instrument Detection,Electronic Element Presence,Rhythm Complexity,Drums Influence,Distorted Guitar,Metal Frequencies,Ambient Sound Influence,Instrumental Overlaps,Genre
81.43913621,49.73807406,42.53742402,22.94825268,34.20934922,4.334724807,88.2623009,56.08754341,93.80509465,100,80.2922365,72.6978869,Rock
114.5571007,58.34581547,40.19647067,40.9580628,87.21180896,58.19195527,70.53092695,68.6285436,4.040853255,0,13.81322408,57.96091284,Jazz
123.6684814,10.55641534,16.17448325,32.29904069,78.32291408,99.35105505,17.29980515,53.98661695,80.19190565,76.90173908,98.85747422,21.84874136,Rock
121.1009521,71.76972694,49.60952872,82.53964719,47.6701057,119.4606067,68.81270675,83.72787604,95.30762033,95.7790621,2.883916134,19.23068425,
126.1988936,53.39979158,93.60999537,66.80033659,36.33615901,72.83226587,29.61045745,56.71578869,90.91153176,95.63910205,62.79909167,36.59618272,Hip-hop
112.8182455,43.42567305,13.50814195,70.94511516,53.81869374,78.93219982,70.09790687,87.33924338,0.058502307,0,72.83763447,23.30826329,Country
138.3377558,61.14951289,35.3531695,75.89526743,25.27304456,4.390545195,85.32207814,91.16300098,70.11269837,75.22156025,37.9670486,20.03123819,Rock
138.5214255,30.18233136,46.05584227,34.2436472,64.79848725,66.09747643,59.16332682,74.40504585,0.826161316,1.604018773,41.57275697,36.76129084,Country
96.92903513,31.42010896,70.77694549,78.40391794,89.14020251,10.14365782,28.84328046,77.87123664,69.33190767,51.85648232,62.46566502,40.87078771,Rock
145.159415,64.97380697,7.646892153,70.88017961,113.3867796,-4.221856753,84.28298668,103.9434577,0.575105796,0,40.37409489,11.96979088,Classical
117.3283558,71.31302836,90.5618862,4.981034454,55.01810688,-4.150658718,52.86664579,49.92036171,1.568229929,0,65.62663125,13.64850098,Classical
104.6690974,32.8214686,60.04248435,11.44058414,72.97676009,14.97392728,72.11523489,47.41029028,69.41995392,54.42050095,22.95228694,53.9518247,Jazz
144.2092182,71.99871601,28.60122319,93.60694381,101.5946724,-4.669840695,2.641063108,74.71770723,1.656430689,0,8.498999669,85.27719263,Classical
104.0100566,27.94267593,38.3701954,40.93108835,60.62310717,67.92765083,100.6780385,72.02549262,58.87395868,49.54532726,24.82507662,81.45526921,Jazz
93.54682494,44.5637611,56.5875544,99.54613371,109.7351221,30.12810643,48.39280689,81.88879275,97.20094836,100,16.3802405,55.48339858,
120.593584,28.98034363,27.9179429,84.41421896,10.07445226,18.74692422,37.34836024,79.88148085,56.71386707,59.32568189,50.83146348,86.75112586,Rock
140.5754839,75.16766938,21.05110535,2.71171907,93.23393203,-12.82291171,68.61815814,77.49881928,3.029933005,0,68.53102564,22.20644934,Classical
125.4584122,21.99480335,8.271135597,1.89631609,91.18611507,21.92037057,79.46549368,75.28917037,3.514387869,1.069671866,49.98672829,2.623313931,Jazz
99.85039145,50.02578151,63.31751149,41.72731317,69.98046515,89.32410126,38.97270034,43.95490294,67.28237422,62.81605643,88.76019417,92.49819799,Country
130.9503849,34.11117507,88.76155191,70.78510787,13.90267537,66.94474155,63.19276016,75.218994,16.98937924,19.93334028,58.99726496,1.936838632,Jazz
100.1048166,56.71696822,25.64762593,64.8445947,79.0447678,40.30388961,61.32352911,70.37566378,46.60783505,50.42697185,2.081109807,32.99279081,
99.73027562,36.50790051,91.34267653,43.28459714,75.20056072,68.37637543,52.38250715,42.24233873,92.15775975,91.2989165,68.698693,85.24524998,Country
114.328396,4.186614992,58.62974755,85.99961507,54.02095461,49.10500639,40.53947938,68.12224046,75.00599934,84.15798941,84.78609856,78.01128207,Hip-hop
127.2434755,32.55934056,38.82864917,14.38523238,77.79488381,90.29826245,63.74675424,67.25925258,77.92607089,85.67386069,78.7464837,33.77719466,Country
110.9039944,60.68148324,98.16278526,83.75427784,2.393941085,63.38945342,41.02538972,82.91130375,71.25322904,76.95202477,2.900654668,67.86037483,Rock
138.7483646,47.19665346,103.3454511,9.211666997,20.08479442,66.35282301,20.65761527,58.45042253,97.45161266,100,24.05923658,17.53759202,Country
97.22517236,47.94400938,93.04065583,105.3179318,50.64651861,44.46012532,75.06754964,114.9250243,64.31649654,73.43983245,87.35018399,17.32943594,Rock
130.3847517,60.25510482,54.01575187,82.58470058,89.35458394,-29.99060532,59.99515926,73.60424937,1.818482775,0,6.723290126,72.38432636,Classical
88.72435817,39.45517005,70.60706953,20.43176449,47.12067269,24.85354136,56.24005499,67.58407734,23.19025774,17.15014557,23.72352754,37.28795945,Country
96.0435401,35.85552991,104.7584943,27.01584374,57.54580857,73.43581303,83.86783075,50.13990026,35.8005834,37.54000057,26.65008159,60.43863875,
133.9094572,33.49970134,79.13990682,61.99453822,51.31653538,43.18200936,82.92390773,84.9829266,54.34258373,43.42371205,82.09619393,50.64478604,
113.9145876,30.66251273,24.04250607,3.170501905,106.8587329,75.07895552,86.20814845,63.52295958,81.64446759,74.25723739,66.93255787,72.37266156,Country
148.2985236,70.39887473,65.1101517,28.39210665,75.40051707,22.80468011,73.79374116,87.44597398,2.614992064,2.662941825,76.92544523,6.757803696,Classical
96.33151516,44.48251927,48.71237983,67.04191102,38.32632673,31.83241041,42.57880563,64.6810097,28.37292219,36.53884241,95.58927053,53.91868772,Jazz
131.0942616,43.44972227,84.43008962,63.43231998,89.78773604,67.49404189,43.80667113,90.23037169,89.99245178,81.13885066,48.98636967,28.91793925,Hip-hop
111.0468804,37.0281381,56.87687512,59.22277288,54.00920296,91.82166933,40.78235292,65.72670753,73.17903017,80.96832506,92.78704822,83.18927895,Rock
156.0323295,27.47889267,30.05980571,88.76317186,20.31250467,1.006291854,23.3854302,92.2423062,94.56974249,98.02398104,87.87566438,74.28270147,Rock
154.5515772,59.31052765,23.67262526,69.46257855,71.7456768,87.9145735,90.76872523,87.25230591,76.97828332,78.81385463,92.26577316,25.11036421,Country
132.7076286,22.58094849,0.408369615,95.22290362,95.06509945,96.60129836,10.87942096,86.29973147,78.95959218,90.87037485,96.09472799,25.79290382,Hip-hop
138.1320632,67.98414859,85.1658171,62.61970404,82.34336062,-29.58837855,65.59585394,91.92276243,3.287733758,10.84319073,41.95403121,59.13376332,Classical
135.7862715,28.66326521,82.43735916,91.26630123,54.56214794,90.15782512,95.69307215,116.4801423,68.77892385,55.98749032,82.01116417,11.21852919,Country
107.5970775,29.52800663,41.40329283,73.19581744,55.8326174,98.53519751,5.591450213,67.54619287,0.047201871,0,75.91615644,16.42873594,Country
113.8376375,81.10111477,1.895074169,87.74964487,59.4181179,67.4056429,19.11251331,74.62953101,2.793380151,0,39.82438986,92.14651995,Classical
66.64084089,53.69608175,14.71770951,96.52728061,25.02447052,45.65938704,64.70589698,83.18423833,33.24291312,31.61348528,52.46386788,10.80671788,Jazz
150.5781772,34.65488444,89.07558193,2.17303554,11.51347953,61.65879929,65.01118458,80.49937421,75.06576141,68.10493995,66.19593812,8.208892052,Country
124.7903145,26.36800392,11.97218933,35.3184715,94.39721791,24.12138202,82.9114683,80.75638547,36.81630485,45.5890026,84.51780114,56.58338459,Jazz
136.6117134,54.21444891,88.14017976,95.23865771,5.033159214,88.029811,89.66262097,99.5252688,65.66769356,67.36025777,9.776541728,3.424967104,Rock
118.5233276,41.96936191,91.1479411,103.9817929,45.51568951,83.22246037,15.12481584,84.64494173,54.17461989,58.69415127,34.61803622,5.897138298,
111.9192326,63.27229901,10.00851798,28.61023084,68.3724935,106.0581867,46.90755718,48.14799983,67.25805966,70.20743306,46.92463503,29.18588172,Hip-hop
103.4375643,45.56132985,55.31691142,11.77052943,45.33396258,80.24786416,24.68858378,45.62689334,6.89317407,1.391733575,89.12183962,41.31930319,Hip-hop
86.2987123,51.73887399,65.16822674,63.8608598,32.71222876,60.24329046,44.89782173,71.32382251,71.59525812,52.65902076,38.5574048,91.97398639,Jazz
118.7632086,47.17782245,65.02029363,74.63956057,29.46797043,26.90800151,77.37019717,97.51561353,2.702160326,5.166013785,47.83937399,20.9870968,Classical
119.7502562,54.61371762,5.73966903,83.42908265,76.21522487,21.63519225,96.91662792,106.553913,63.89679432,53.23889281,3.72726665,50.0985023,Hip-hop
135.3292614,15.96971181,74.74082257,67.19388048,51.67368225,51.30992319,84.28389904,80.92065251,53.80789431,61.70326908,47.97223837,82.6362885,Country
107.5797739,50.84659863,16.26657114,1.076745108,89.65369302,72.76552785,107.1814575,72.69019978,12.99132253,9.007383654,62.84780546,61.14677917,Jazz
90.60630545,18.82658497,91.81972742,94.25385329,85.83794435,62.50118469,67.84509102,92.08833236,45.25464341,39.18902848,89.33527252,89.10515856,Hip-hop
139.9333254,25.27965251,17.82035702,21.2892486,46.64687658,69.93871507,77.86855627,87.30444913,57.74187436,77.79546795,92.22793087,60.67025938,Hip-hop
100.191636,74.67892352,35.97599863,69.80164905,90.58495077,3.968940806,35.1690385,67.42061077,4.449789289,21.51149081,81.54157679,88.09391801,Classical
118.2630332,36.30322939,4.090574678,56.08864081,43.00803143,31.03830435,38.31921533,69.31735221,55.06846522,44.51218198,54.35666916,85.17942757,Hip-hop
120.0158862,57.17478528,29.60056277,65.44038092,16.54177804,69.42222972,113.5122536,97.19001802,10.68858076,8.08074592,3.614996357,31.1374745,Jazz
121.9903168,64.87914841,71.05533733,25.19406944,101.7360786,56.60594718,94.58615133,73.43060883,42.07914144,38.56336087,35.33989764,95.13489606,Country
133.8054748,50.04684365,39.55830916,62.8800525,93.51460476,64.20116691,20.3066762,78.07197759,3.567912844,0,29.2526647,45.75801585,Classical
107.2731117,77.9152794,5.855137315,58.24244363,98.33393883,70.86430393,64.07448245,84.83851173,98.67864814,100,32.80411687,27.13241021,
124.7618038,18.14238421,47.62829994,87.27758686,89.21975964,7.728996691,11.88840851,63.02884384,74.05814728,78.67312673,6.61227831,37.48366437,Rock
91.28538433,24.95525636,18.40451467,41.62248732,25.88966726,0.306689294,78.59997066,69.91570796,2.504044769,0,10.90915763,15.32244278,Jazz
146.0170743,58.40045196,71.86992035,86.51339604,14.60789836,25.66264307,71.1911509,98.16571512,92.23255813,97.3632909,35.31346548,23.31356719,Hip-hop
129.5984667,45.63227243,35.9201418,97.58264141,117.9579967,56.43791347,45.28143927,84.88474841,1.495642403,2.513725152,83.38279142,12.33345909,Classical
127.6973638,49.02323744,4.234143043,94.56133009,27.47339189,111.1604442,8.58560135,86.64386923,1.739358709,5.618067255,36.53792337,76.70233684,Hip-hop
112.319583,41.23261321,76.32912432,82.6547963,96.90420147,39.94788485,61.20799741,70.87077457,27.8560253,27.80547819,75.01170492,89.30248752,Jazz
119.4740076,46.08739495,89.45244734,40.31909948,97.06969363,52.29474794,5.678285604,59.82794261,59.1730441,45.68512571,49.22805971,64.7145093,Country
152.7749729,69.97580785,90.10635565,20.75125299,73.45746362,59.39491186,33.61185296,65.88403277,63.63355533,56.27910324,71.10762773,7.464564051,Country
138.2972545,45.47205037,92.0599167,69.18719447,25.72290556,37.06988071,96.56522944,105.0447503,0.189660415,5.872124946,49.2962923,64.39253282,Classical
126.5405428,29.68724352,26.58465185,95.37560262,52.50995431,17.6233754,56.79253925,79.61716908,74.58515078,71.18607818,52.44254657,3.425395683,Rock
144.7694753,59.21187589,18.77363377,31.74240741,101.8520291,4.646409644,51.39609155,73.83168625,39.23829616,29.76065107,84.99224721,84.42536184,Country
96.76899887,34.26266179,45.77341911,17.70206093,101.3871178,63.23329377,75.64938486,50.64963723,49.79163592,45.93988261,35.30556436,6.468179269,Jazz
145.8059277,20.73911241,8.67073743,10.60783679,46.74626315,38.07485939,46.1138474,73.09284436,30.71521361,25.75761444,15.78685999,18.29027415,Hip-hop
164.9324633,24.90524947,51.46872996,43.62899953,45.49786473,90.38703917,73.75673079,101.9741664,89.93984687,97.00456433,66.60810501,27.6312604,Jazz
114.3213618,23.36468534,73.10715269,93.30953757,55.25926158,64.15478488,85.56724731,103.8042208,55.13489915,73.3847249,2.870010295,13.93871654,
98.73363312,26.16845475,80.71125429,29.24924615,45.63579234,75.49459689,87.33658718,76.6262905,95.5050446,93.74756965,83.1556602,77.82226478,Rock
128.157527,39.10762567,78.48691327,97.35960169,28.79620919,2.962644457,32.40949843,60.14716866,12.41121386,0,9.856981777,77.72146975,Country
105.2412928,62.58449915,73.81121316,97.55789861,65.24779757,84.37396886,39.1995003,116.6989146,79.03342056,64.79592919,8.899518329,29.19599719,Country
149.8678651,72.04610931,80.29502018,87.95590755,1.081420453,75.51302229,14.01518766,93.89531084,59.71648577,65.52848999,76.22376788,65.6915035,Rock
132.84406,104.9329422,60.40230494,86.89010126,110.6252573,-25.40707845,63.51924956,91.31207361,4.644799085,6.152446108,42.34713309,27.41706806,Classical
109.9042391,72.77055065,7.340777261,84.63779332,56.51973899,-0.817017364,81.62584051,104.622176,4.103271699,5.140723709,23.53501205,93.08248387,Classical
130.915989,77.04500892,56.78779739,98.75845814,11.54129379,31.90382634,68.55752012,104.3984124,5.760027373,0,62.47807685,97.02538896,Country
106.4562693,39.67721642,55.64012444,15.60649272,58.6616392,9.268821487,79.85732529,75.93762845,77.33084862,98.67535555,89.99754837,8.975497763,Jazz
133.1844682,9.225825586,32.79915868,16.64484937,37.70285016,38.86887418,52.29717476,78.9714679,45.04736829,57.00607051,62.61368678,36.50227238,
150.6291853,25.80983273,24.11593806,97.9291157,48.91876828,57.29575616,56.16227861,104.7754542,97.89465555,100,98.43303404,70.67699473,
112.4586514,11.4775902,77.46955239,42.6270923,18.69086217,84.73462997,115.710507,80.44212734,81.04653394,92.29239067,39.07071002,71.99425981,Jazz
126.8196075,30.89873426,16.06895447,39.63052469,93.84500361,47.73048052,17.99542594,57.89293529,63.13050014,51.39089742,83.66445861,39.3560285,Rock
95.32256645,66.69496564,60.25961406,103.285447,87.38050708,85.02377971,21.88877871,69.89284341,75.93426508,64.94626399,35.63542386,15.20084301,Rock
138.1043643,51.92893523,66.81820595,49.48114642,18.26768459,82.94443864,28.81593668,80.66641402,93.05251708,91.97591733,82.98123839,63.57140439,Hip-hop
158.7355063,57.33898592,57.89061158,97.80642203,54.7834794,17.40310267,52.2503929,97.70359139,1.954299103,4.521906987,32.26965884,66.190065,Classical
175.1926413,64.59587152,62.22518686,25.01219655,30.30221759,65.47912843,79.73051073,93.84494724,3.606052617,6.328177508,67.09882307,36.48139432,Classical
117.1598951,60.11654447,58.54379836,18.57369873,104.2365695,2.913655006,74.65088906,54.27641201,75.37806476,75.66835845,51.07659626,48.85818376,Country
68.7416139,35.51039126,61.13472411,68.20910709,50.57575046,4.10160003,29.34931634,44.53738648,91.84973032,87.0961897,56.59910799,32.23599641,Jazz
132.3615082,19.28069423,41.39674029,19.64116555,31.63947623,19.91134677,39.43576839,65.81209008,78.4046631,80.95976918,3.993640772,24.02449069,Rock
122.593731,30.83445549,76.53650968,59.89608783,75.40760576,33.51236354,50.12417546,88.25363106,47.62985066,46.39477696,16.237987,98.4130003,Jazz
121.8602074,40.60409135,34.35843145,66.36939557,99.23734919,35.15574984,65.08884014,83.47457363,32.39536622,37.23794484,60.30516594,1.566953108,Hip-hop
139.8927001,3.994399947,69.47055768,21.37777856,42.73054087,92.72528442,31.92234317,60.92077142,9.505034618,6.619751667,37.29471386,67.24928465,Jazz
94.7612267,36.33352326,68.36478267,26.0187388,77.2225375,95.12690318,35.51869878,52.08635782,60.52361126,67.59349371,29.56743378,33.72790661,Country
116.7842029,85.19987161,89.76935465,92.74332602,82.38997991,104.1991112,77.67993949,76.75559502,89.35813978,86.17750969,54.857626,76.92011274,
139.9604125,16.00459579,29.26611695,22.35163565,86.81570794,61.07368144,21.58672326,53.0144091,54.60042594,42.70496746,91.25022081,7.223572789,
102.1339695,63.71786668,71.7927119,40.84482803,109.0759505,55.99183139,7.66791454,31.62120198,58.84267137,47.07001112,15.51977561,21.55287631,
152.2946639,65.95227494,21.34901879,52.80777587,26.14405826,84.5049669,45.94369374,89.9333383,95.59921978,100,30.68259773,20.90622546,
136.3604517,59.66164679,24.88267096,48.15985494,21.23875917,54.61028792,36.40714498,74.68156974,0.889816954,14.7431736,36.00245033,8.023592102,Classical
134.7077106,60.52324613,29.90431479,95.78639212,94.64206228,82.07510536,70.23517917,97.78305522,32.08552107,33.6950708,28.90208342,82.38928297,Hip-hop
113.3270265,70.11989546,94.52308674,29.35991448,67.42672297,38.64994473,85.32158625,74.81820983,24.74958207,23.57296074,97.57567252,21.08326059,Country
126.4327285,61.09289817,55.00562301,20.41456668,115.0971525,13.80906683,58.75599286,83.52176841,3.105413599,7.194737689,18.13471446,73.5950278,Classical
138.230797,57.23717333,19.77135548,60.74124505,85.99251122,61.97441253,97.48944178,87.28285157,79.2804879,71.60954629,37.89470505,93.82599351,Hip-hop
127.107034,34.82253387,90.04896088,89.31567826,11.28669514,48.172139,29.58449725,88.68132142,83.14951099,87.38639254,12.20319931,24.94108811,Rock
131.2913497,29.64638818,91.95980658,36.12309895,77.50314883,10.43618218,73.98648771,78.5332846,77.91879606,85.6743451,12.88568238,94.40707486,Rock
113.8382836,38.78305867,83.85201358,59.06338781,100.6674045,41.86497012,99.43759841,107.1753177,33.25889141,45.0596457,86.8081585,78.10060267,Jazz
113.1946246,33.3944586,58.56530208,16.34971693,81.24837263,97.72009557,84.76676195,57.27808613,20.26648026,29.1051305,93.05328447,27.58663591,Country
135.7668197,51.94056538,2.428198297,84.43456595,19.87646536,113.6244129,44.94299193,72.2593085,65.97395768,65.74692226,18.9055762,50.38121344,Hip-hop
107.8645536,54.87553696,93.35977399,11.51706861,69.97393679,61.47710105,94.59187675,78.12712759,36.80097071,43.64332413,46.96855414,3.104857404,
143.3479268,72.19910176,89.84514608,108.3421785,45.56177207,21.13864331,44.11819631,87.34542715,99.30796135,100,67.16570976,59.78866833,Rock
79.62597622,36.58768813,50.72441219,56.89058417,70.65794386,20.14709364,18.47221587,57.05932463,93.51941672,91.52567666,19.79824535,94.81583877,Country
116.3085505,53.96626573,7.064127003,49.21883028,86.68462337,45.16114517,8.930713143,49.90012049,69.56330859,86.72908673,47.65046411,95.65150039,Hip-hop
123.378894,29.67195352,44.12961051,63.02817177,28.39797139,19.13365604,16.89589934,77.54082628,56.02860306,43.81505794,53.21515501,81.52969433,Country
99.00605813,53.38843085,34.32904203,77.18841916,7.743507211,90.06354157,23.07773078,53.37266583,77.66799034,74.78336583,89.44966759,93.59556447,Hip-hop
137.3644537,31.8372898,35.7407979,71.32305731,44.00302426,88.99792791,61.53778931,73.72557587,1.04301481,9.934948011,55.71760657,62.4678762,Country
115.867381,52.08288686,95.27190048,48.88117326,36.0816517,40.12704135,49.21869971,65.03153268,2.437062837,6.870516194,19.86188564,6.939185918,Classical
115.2084926,29.33710323,15.59996022,87.78264999,76.284959,21.8263382,70.57044276,84.57372915,66.80186268,71.45790885,2.364534192,80.63966339,Hip-hop
127.3005933,73.83935142,50.01382695,34.21026307,61.12095141,61.49925221,2.860468986,64.90048353,52.34753489,54.28137969,87.56297962,92.60514024,Country
122.5514914,47.76447976,14.42556673,72.0753476,82.47814675,49.22421144,21.10332747,85.12252148,22.44678425,16.35688405,91.65542244,54.11482347,Hip-hop
167.1953209,48.79824534,92.32417521,110.50701,76.96826652,54.95197941,84.9007986,137.2610182,72.9815227,71.69247566,97.56218847,76.80781303,Rock
106.2974458,52.01053664,50.59944369,16.12081882,7.312556553,93.10598604,88.00261578,94.79283919,29.08335997,19.24949782,49.31837162,75.51444261,Jazz
107.4116086,43.79869351,28.85926312,92.13856233,98.9366782,95.44518707,28.84430109,59.39468471,9.605879333,0,8.741013473,83.91007953,Hip-hop
161.8957116,44.61653208,40.32689975,46.2858584,42.08275293,76.14618686,11.30352539,69.82875445,95.10765797,93.85508312,18.64134153,92.32565295,Country
130.6095668,45.65566334,20.37953928,26.872114,73.90961736,44.51385887,75.03639907,69.30631492,93.43644425,73.55921832,12.91869878,59.05339251,Jazz
72.05060023,31.81411932,20.21252105,50.47474611,96.87020812,77.87863413,69.71590712,56.68601679,6.877385812,11.08837033,12.95794605,91.76692107,Country
83.51741282,25.23786167,56.07088564,33.15185017,39.98367651,2.432710877,25.85829925,55.08791396,67.60187265,79.23838358,22.42843936,66.0885996,Rock
98.41095493,44.64079704,45.52161553,85.81434294,68.9786665,51.08666132,38.33606333,71.00348533,24.37720833,9.709787079,96.06331676,61.01014484,Country
105.1114492,48.33277648,58.14403421,48.19782759,84.90148304,-7.994736032,30.60111896,54.66023672,1.170351955,0.506968254,22.57714717,60.50284624,Classical
116.0630937,55.65447356,45.46360663,83.21227119,23.39818186,42.81427308,96.62491742,99.6532881,0.185085268,0,30.0507331,31.12043273,Country
149.2028018,46.03551983,34.33721292,68.13404668,14.86122966,112.5363929,88.80510785,102.6640506,55.94761144,42.8166691,5.650160968,16.07584457,Hip-hop
120.8526385,39.62740691,58.14578683,55.17850101,3.966506042,113.3237712,96.53901382,88.84127317,12.26227222,15.78728609,20.74533435,80.4120986,Hip-hop
159.1973959,51.19148099,85.89193965,54.56013148,55.86779529,84.06850654,37.26755258,81.64963199,63.7162463,63.76084593,88.22981898,55.13300245,Hip-hop
129.8543025,12.97783867,56.79526245,3.026824818,80.35819342,42.14717867,23.32536197,18.99522192,46.70069669,67.02187194,10.43887082,44.36652899,Country
105.6615499,59.4679191,92.20559489,50.187839,23.94833582,33.16749336,55.54404163,80.60579808,85.22690177,87.79183398,8.796688943,62.36763449,Country
102.0296416,19.90995537,30.17918497,80.95641933,55.35174503,26.17249089,16.83423899,53.60050503,67.64349153,83.87897707,51.83808908,27.42162346,Hip-hop
132.2557042,34.85749382,93.55372804,23.87435817,6.4137275,22.29506637,71.88461502,61.21005923,72.55930036,70.36808486,45.89366645,23.66776913,Jazz
122.033611,54.10408173,61.13832132,43.43680481,86.07913896,91.7678595,99.06887667,83.12138876,54.0840641,51.43974057,90.09583834,81.51954715,Rock
136.8255528,33.80610003,25.6909074,53.7309683,25.0676277,99.49114133,34.56781607,71.89914329,6.302977468,10.4676097,61.94200899,21.33630761,Country
114.372185,66.72379934,64.3256703,108.2648992,42.48526865,32.53406756,64.20784966,72.60263844,80.00776509,86.58549579,40.79459827,14.10801483,Hip-hop
119.4551714,59.87122027,97.89414216,13.18727476,94.43984396,87.81752987,8.152551401,40.4378854,9.076032651,14.43331388,77.77150159,25.05902165,Hip-hop
150.7690501,50.93607484,43.10664358,110.530493,53.12334114,64.74226878,80.23278576,123.5966511,89.92100674,88.66954843,62.71506408,30.2062726,Rock
146.8806413,85.33451352,33.59082345,22.73929468,93.30682532,80.46581686,78.62575907,72.25259846,67.66363073,66.64449484,8.343392945,24.86552602,Rock
144.2760739,50.48242737,83.35828154,45.92461212,42.38243802,50.97593804,49.03544955,75.26769084,30.82751202,27.39260527,90.08750182,53.73737391,Hip-hop
124.6447192,58.70013406,23.37869886,43.66626664,114.779271,50.79869236,24.82310781,59.6972254,0.209501145,0,31.52356646,65.12314698,Classical
89.17556453,39.11243675,29.17692085,69.03500787,37.40316799,39.22625835,32.46664239,80.61477429,66.60917395,64.37509454,32.72554637,39.9362451,Jazz
147.806943,22.56835461,22.82240365,77.81286927,92.48936467,40.18448759,84.83068738,94.72090651,98.74510381,95.65348112,43.28269368,28.21732055,Rock
150.2259884,20.20500386,81.4541667,16.38064889,25.24978465,78.88763176,94.60379658,65.76889264,53.19679155,49.16784126,74.83017263,68.23068671,Rock
